Jayadeva
Viscarra Rossel, R.A.
Shi, Z.
Behrens, T.
Chappell, A.
Bui, E.
Zhou, X.
Gao, D.Y.
Yang, C.
Gui, W.
Luckie, A.
Chiang, E.C.W.
Diez, A.
Khoa, N.L.D.
Makki Alamdari, M.
Chen, F.
Runcie, P.
Parkes, A.
Cheng, P.Y.K.
Shapiro, S.
Pagnucco, M.
Lespérance, Y.
Levesque, H.J.
Szilas, N.
Estivill-Castro, V.
Yang, J.
Rubens, M.
Vrijsen, J.H.
Laun, J.
Junkers, T.
Kong, X.
Xia, F.
Qing, Q.
Lee, I.
Cornejo-Bueno, L.
Camacho-Gómez, C.
Ghimire, S.
McDonald-Madden, E.
Sabbadin, R.
Game, E.T.
Baxter, P.W.J.
Chadès, I.
Possingham, H.P.
Badrzadeh, H.
Sarukkalige, R.
Jayawardena, A.W.
Bonyadi, M.R.
Michalewicz, Z.
Chang, J.-F.
Ghandar, A.
Schmidt, M.
To, T.-D.
Zurbrugg, R.
Hawkins, J.
Bodén, M.
Zhang, B.
Huang, W.
Tian, Q.
Taggart, I.J.
Clarke, R.
Becraft, W.R.
Lee, P.L.
Jamshidi, M.
Lalbakhsh, A.
Talla, J.
Peroutka, Z.
Hadjilooei, F.
Lalbakhsh, P.
Spada, L.L.
Mirmozafari, M.
Dehghani, M.
Sabet, A.
Roshani, S.
Bayat-Makou, N.
Mohamadzade, B.
Malek, Z.
Jamshidi, A.
Kiani, S.
Hashemi-Dezaki, H.
Mohyuddin, W.
Lanza, G.
Ferdows, K.
Kara, S.
Mourtzis, D.
Schuh, G.
Váncza, J.
Wiendahl, H.-P.
Kieu, L.-M.
Wen, T.
Cai, C.
Tatar, A.
Barati, A.
Yarahmadi, A.
Najafi, A.
Mackrell, D.
Kerr, D.
von Hellens, L.
Ren, X.M.
Rad, A.B.
D'Alfonso, S.
Santesteban-Echarri, O.
Rice, S.
Wadley, G.
Lederman, R.
Miles, C.
Gleeson, J.
Alvarez-Jimenez, M.
Taherzadeh, G.
Zhang, T.
Majidpour, M.
Qiu, C.
Chu, P.
Gadh, R.
Tawfik, M.
Salzmann, C.
Gillet, D.
Lowe, D.
Saliah-Hassane, H.
Sancristobal, E.
Castro, M.
Chandra, S.S.
Xia, Y.
Engstrom, C.
Crozier, S.
Schwarz, R.
Zhang, X.
Wen, X.-Z.
Liu, J.-R.
Shan, T.
Loe, K.-F.
Wu, J.-K.
Schölkopf, B.
Cathers, I.
Ma, Q.
Jauregi Unanue, I.
Zare Borzeshi, E.
Aghabayk, K.
Sarvi, M.
Young, W.
Chamkalani, A.
Kharrat, R.
Chamkalani, R.
James, L.
Chatzis, I.
Peng, C.
Fei, M.-R.
Tian, E.
Guan, Y.-P.
Green, R.J.
Higgins, M.D.
Alici, G.
Jagielski, R.
Ahmet Şekercioǧlu, Y.
Shirinzadeh, B.
Wu, Y.
Takatsuka, M.
Campbell, L.J.
Halpin, T.A.
Proper, H.A.
Preston, D.J.
Rothemund, P.
Jiang, H.J.
Nemitz, M.P.
Rawson, J.
Suo, Z.
Whitesides, G.M.
Fleming, P.
Putra, I.P.E.S.
Brusey, J.
Gaura, E.
Vesilo, R.
Pereira Dimuro, G.
Bedregal, B.
Gong, D.
Gardi, A.
Ramasamy, S.
Lim, Y.
Sabatini, R.
Seyedmahmoudian, M.
Horan, B.
Rahmani, R.
Oo, A.M.T.
Stojcevski, A.
Kordjazi, A.
Pooya Nejad, F.
Cracknell, M.J.
Reading, A.M.
Zungeru, A.M.
Ang, L.-M.
Seng, K.P.
McPartland, M.
Gallagher, M.
Levinger, P.T.
Gilleard, W.L.
Larder, B.
Revell, A.
Montaner, J.
Harrigan, R.
De Wolf, F.
Lange, J.
Wegner, S.
Ruiz, L.
Pérez-Elías, M.J.
Emery, S.
Gatell, J.
D'Arminio Monforte, A.
Torti, C.
Zazzi, M.
Lane, C.
Tang, Z.
McCabe, B.
Mehrseresht, N.
Taubman, D.
Geva, S.
Arabameri, A.
Rezaei, K.
Lee, C.-W.
Yang, Z.
Merrick, K.
Jin, L.
Abbass, H.A.
Ip, R.H.L.
Broster, J.C.
Pratley, J.E.
Liu, S.
Tyndall, A.
Cardell-Oliver, R.
Keating, A.
Dao, T.-K.
Pan, T.-S.
Nguyen, T.-T.
Anaya-Romero, M.
Abd-Elmabod, S.K.
Muñoz-Rojas, M.
Castellano, G.
Ceacero, C.J.
Alvarez, S.
Méndez, M.
De la Rosa, D.
Car, N.J.
Christen, E.W.
Hornbuckle, J.W.
Moore, G.A.
Kötzing, T.
Neumann, F.
Röglin, H.
Witt, C.
Wee, A.
Grayden, D.B.
Petkovic-Duran, K.
Lokuge, P.
Yang, A.
Sarker, R.
Canu, S.
Moody, D.L.
Khan, A.S.
Hoffmann, A.
Davies, R.H.
Twining, C.J.
Allen, P.D.
Cootes, T.F.
Taylor, C.J.
Chau, K.W.
Albermani, F.
Nolan, J.R.
Tran, M.T.
Kim, S.
Bakhshpoori, T.
Sharafi, P.
Rashidi, M.
Ronagh, H.
Mortazavi, M.
Sandino, J.
Pegg, G.
Gonzalez, F.
Smith, G.
Arashpour, M.
Bai, Y.
Aranda-mena, G.
Hosseini, R.
Kalutara, P.
Bishop-Hurley, G.J.
Shahriar, S.
Mian, A.
Hu, Y.
Huang, Q.
Liew, A.
Yilmaz, A.G.
Imteaz, M.A.
Jenkins, G.
Pang, C.
Jeatrakul, P.
Wong, K.W.
Fung, C.C.
Kanagasingam, Y.
Xiao, D.
Vignarajan, J.
Preetham, A.
Tay-Kearney, M.-L.
Mehrotra, A.
Nguyen, K.A.
Stewart, R.A.
Sahin, O.
Siriwardene, N.
Chen, H.
Baser, F.
Demirhan, H.
Noori, R.
Yeh, H.-D.
Kachoosangi, F.T.
Moazami, S.
Siuly, S.
Kabir, E.
Behdad, M.
Barone, L.
French, T.
Curtis, J.M.R.
Martin, T.G.
Caesarendra, W.
Widodo, A.
Yang, B.-S.
Ying, M.
Ramingwong, S.
Sajeev, A.S.M.
Sakalli, M.
Lam, K.-M.
Gretton, C.
Price, D.
Kabanza, F.
Jøsang, A.
Hird, S.
Faccer, E.
Peng, Z.
Albertos, P.
Goodwin, G.C.
Wu, B.
Menzies, T.
Fang, X.
Gu, M.
Gör, M.
Jaafari, A.
Taherizadeh, S.
Stankovski, V.
Grobelnik, M.
Devalla, S.K.
Chin, K.S.
Mari, J.-M.
Tun, T.A.
Strouthidis, N.
Aung, T.
Thiéry, A.H.
Girard, M.J.A.
Vermeulen, D.
Van Niekerk, A.
Liu, Z.
Sheng, Q.Z.
Wang, X.
Quade, M.
Abel, M.
Shafi, K.
Niven, R.K.
Noack, B.R.
Zhang, Z.
Zheng, K.
Jayaraman, P.P.
Mitra, K.
Zhang, M.
Li, E.
Khan, S.
Pathan, M.
Georgeakopoulos, D.
Qian, T.
Wong, L.
Kuwahara, H.
Huang, J.Z.
Mirjalili, S.M.
Abedi, K.
Marlow, D.
May, R.
Lou, X.
Cui, B.
Wocadlo, C.
Rieger, I.
Pape, L.
Ruessink, B.G.
Wiering, M.A.
Turner, I.L.
Hawkes, P.
Rose, G.G.
Choong, S.S.
Wong, L.-P.
Kotowicz, M.A.
MacIsaac, R.J.
Mendling, J.
Decker, G.
Reijers, H.A.
Hull, R.
Weber, I.
Shukla, N.
Win, K.T.
Weatheritt, J.
Sandberg, R.D.
Zhou, C.
Lucke, T.
Dunn, P.K.
Alçіn, Ö.F.
Bajaj, V.
Şengu¨r, A.
Jia, R.
Nakandala, D.
Lau, H.
Pan, S.
Mustapha, S.
Ghose, S.
Oliver, A.
Mitra, J.
Martí, R.
Lladó, X.
Freixenet, J.
Sidibé, D.
Vilanova, J.C.
Comet, J.
Meriaudeau, F.
Miao, S.
Mu, Y.
Dommel, N.B.
Wong, Y.T.
Lehmann, T.
Dodds, C.W.
Suaning, G.J.
Solt, I.
Tikk, D.
Gál, V.
Kardkovács, Z.T.
Zou, W.
Xiang, Z.
Peng, Y.
Yin, H.
Xu, Q.
Guan, X.
Li, C.-T.
Guan, Y.
Rastegari, S.
Lam, C.-P.
Pouraliakbar, H.
Hosseini Monazzah, A.
Bagheri, R.
Seyed Reihani, S.M.
Khalaj, G.
Nazari, A.
Jandaghi, M.R.
Dittrich, E.
Riklin Raviv, T.
Kasprian, G.
Donner, R.
Brugger, P.C.
Prayer, D.
Langs, G.
Harvey, D.J.
Lu, T.-F.
Keller, M.A.
Feng, D.
Zhao, R.
Rist, R.S.
Farivar, F.
Haghighi, M.S.
Jolfaei, A.
Huang, L.
Hao, H.
Li, P.
Ye, H.
Jabbarpour, M.R.
Zarrabi, H.
Khokhar, R.H.
Ma, G.
Du, X.
Kieferová, M.
Wiebe, N.
Rudiyanto, Minasny
B., Setiawan
B.I., Arif
C., Saptomo
S.K., Chadirin
Naseri, S.
Hezave, A.Z.
Kashiwao, T.
Darvish, H.
Folkman, L.
Stantic, B.
Mort, M.
Cooper, D.N.
Dau, H.A.
Ciesielski, V.
Song, A.
Dowson, N.
Ashraf, A.B.
Chen, T.
Middleton, P.M.
Chan, G.S.H.
O'Lone, E.
Steel, E.
Carroll, R.
Palaneeswaran, E.
Kumaraswamy, M.M.
Ng, T.S.T.
Alam, S.
Barlow, M.
Thongkam, J.
Xu, G.
Esseiva, P.
Anglada, F.
Dujourdy, L.
Taroni, F.
Margot, P.
Pasquier, E.D.
Dawson, M.
Roux, C.
Doble, P.
Chiu, M.
Lin, G.
Allison, L.
Edgoose, T.
Dix, T.I.
Debenham, J.
Clark, J.
Falah, F.
Naghibi, S.A.
Biggs, T.
Soltani, M.
Cerdà, A.
Mohammadi, F.
Tien Bui, D.
Hammad, A.W.A.
Sepasgozar, S.
Akbarnezhad, A.
Shukri, S.
Abraham, A.
Kalantari, A.
Kamsin, A.
Gani, A.
Alinejad-Rokny, H.
Chronopoulos, A.T.
Peijuan, Z.
Ming, W.C.
Zhouhong, Z.
Liqi, W.
Xiao, W.
Zhang, S.
Huang, S.
Sultana, A.
Ghosh, S.K.
Sencadas, V.
Zheng, T.
Higgins, M.J.
Middya, T.R.
Mandal, D.
Miranda, S.
Orciuoli, F.
Loia, V.
Sampson, D.
Wang, T.Q.
Bonakdar, L.
Oumeraci, H.
Etemad-Shahidi, A.
Georgiou, H.
Sharma, M.D.
Dao, S.D.
Abhary, K.
Marian, R.
Liu, Q.
Kwoh, C.K.
Szemis, J.M.
Kozan, E.
Liu, S.Q.
Shawkat Ali, A.B.M.
Lin, H.W.
Nagalingam, S.V.
Kuik, S.S.
Murata, T.
Alkroosh, I.
Nikraz, H.
Rossi, F.
Venable, K.B.
Walsh, T.
Poulton, G.
James, G.
Luo, X.
Cai, W.
Wu, H.
Wong, M.-L.
Leung, K.-S.
Clarke, S.
Qian, K.
Nymeyer, A.
Tidhar, G.
Heinze, C.
Selvestrel, M.
Pourpanah, F.
Hao, Q.
Tan, C.J.
Duncan, J.M.A.
Boruff, B.
Saunders, A.
Sun, Q.
Hurley, J.
Amati, M.
Dashti, A.
Asghari, M.
Rezakazemi, M.
Mohammadi, A.H.
Bhatia, S.K.
Zhu, T.
Villanova, L.
Baatar, D.
Lizama, F.
Song, Y.
Amiri, B.J.
Yeganeh, B.
Partani, S.
Safavi, S.
Martínez-Plumed, F.
Schmid, U.
Siebers, M.
Shekoofa, A.
Emam, Y.
Shekoufa, N.
Ebrahimi, M.
Ebrahimie, E.
McClymont, D.
Mehnert, A.
Trakic, A.
Kennedy, D.
Huin, S.F.
Luong, L.H.S.
Sutcliffe, G.
Chiu, B.C.
West, G.A.W.
Rosin, P.L.
Jarvis, R.A.
van Esch, P.
Black, J.S.
Ferolie, J.
Wong, R.K.
Chu, V.W.
Han, J.
Burden, F.R.
Wall, J.
West, S.
Mao, B.
Ding, Y.
Mesbah, M.
Soroush, E.
Shokrollahi, A.
Ren, Y.
Ilic, D.
Tang, C.H.H.
Savkin, A.V.
Bishop, S.
Taylor, S.
Cavalcanti, A.
Freitas Jr., R.A.
Kretly, L.C.
Uehara, T.
Safavi-Naini, R.
Khatri, V.
Vessey, I.
Ram, S.
Ramesh, V.
Teo, J.
Zhang, J.Y.
Liu, Z.-Q.
Zhou, S.
Gunning, D.
Stefik, M.
Miller, T.
Stumpf, S.
Yang, G.-Z.
Wang, K.
Mao, G.
Marrella, A.
Mecella, M.
Sardina, S.
Nguyen, D.D.
Nguyen, H.X.
White, L.B.
Hu, K.
Bhrugubanda, H.
Hwong, Y.-L.
Oliver, C.
Van Kranendonk, M.
Sammut, C.
Seroussi, Y.
Zulkafli, Z.
Perez, K.
Vitolo, C.
Buytaert, W.
Karpouzoglou, T.
Dewulf, A.
De Bièvre, B.
Hannah, D.M.
Shaheed, S.
Nguyen, T.T.
Nguyen, T.T.T.
Pham, X.C.
Gonbadi, A.M.
Tabatabaei, S.H.
Carranza, E.J.M.
Morshed, A.
Aryal, J.
D'Este, C.
Das, A.
Chong Chia, W.
Pham, T.D.
Kuo, C.-J.
Ling, M.H.T.
Lin, K.-T.
Hsu, C.-N.
Yoo, P.D.
Sikder, A.R.
Taheri, J.
Zhou, B.B.
Peng, K.
Aditya, R.
Dawson, E.
Lee, B.
Brain, D.
Welgama, P.S.
Gibson, P.R.
Zhao, H.
Fang, W.
Dustdar, S.
Tschandl, P.
Rinner, C.
Apalla, Z.
Codella, N.
Halpern, A.
Janda, M.
Lallas, A.
Longo, C.
Malvehy, J.
Paoli, J.
Puig, S.
Rosendahl, C.
Zalaudek, I.
Kittler, H.
Schaffter, T.
Buist, D.S.M.
Lee, C.I.
Nikulin, Y.
Ribli, D.
Lotter, W.
Jie, Z.
Du, H.
Wang, S.
Feng, J.
Feng, M.
Kim, H.-E.
Albiol, F.
Albiol, A.
Morrell, S.
Wojna, Z.
Ahsen, M.E.
Asif, U.
Jimeno Yepes, A.
Yohanandan, S.
Rabinovici-Cohen, S.
Hoff, B.
Yu, T.
Chaibub Neto, E.
Rubin, D.L.
Lindholm, P.
Margolies, L.R.
McBride, R.B.
Rothstein, J.H.
Sieh, W.
Ben-Ari, R.
Trister, A.
Friend, S.
Norman, T.
Sahiner, B.
Strand, F.
Guinney, J.
Stolovitzky, G.
Mackey, L.
Cahoon, J.
Shen, L.
Sohn, J.H.
Trivedi, H.
Shen, Y.
Buturovic, L.
Pereira, J.C.
Cardoso, J.S.
Castro, E.
Kalleberg, K.T.
Pelka, O.
Nedjar, I.
Geras, K.J.
Nensa, F.
Goan, E.
Koitka, S.
Caballero, L.
Cox, D.D.
Krishnaswamy, P.
Pandey, G.
Friedrich, C.M.
Perrin, D.
Fookes, C.
Shi, B.
Cardoso Negrie, G.
Kawczynski, M.
Cho, K.
Khoo, C.S.
Lo, J.Y.
Sorensen, A.G.
Jung, H.
Tian, A.-Q.
Cui, H.
Zheng, W.-M.
Moll, J.
Yigitbasioglu, O.
McDougall, R.J.
Saha, S.K.
Fernando, B.
Cuadros, J.
Boyd, R.
Holton, R.J.
Ren, Z.
Dong, D.
Bolton, C.
Machová, V.
Kovacova, M.
Valaskova, K.
Ooi, C.S.
Blanchette, J.C.
Greenaway, D.
Kaliszyk, C.
Kühlwein, D.
Urban, J.
You, X.
Wang, R.
Ng, A.K.
Koh, T.S.
Puvanendran, K.
Wong, D.S.V.
Wong, F.K.
Wood, G.R.
Eberl, S.
Yan, X.
Garcia Castro, A.
Thoraval, S.
Garcia, L.J.
Power, Y.
Bahri, P.A.
Chan, K.P.
Towey, D.
Milea, D.
Najjar, R.P.
Zhubo, J.
Vasseneix, C.
Fard, M.A.
Fonseca, P.
Vanikieti, K.
Lagrèze, W.A.
La Morgia, C.
Cheung, C.Y.
Hamann, S.
Chiquet, C.
Sanda, N.
Yang, H.
Mejico, L.J.
Rougier, M.-B.
Kho, R.
Chau, T.T.H.
Singhal, S.
Gohier, P.
Clermont-Vignal, C.
Cheng, C.-Y.
Jonas, J.B.
Yu-Wai-Man, P.
Fraser, C.L.
Chen, J.J.
Ambika, S.
Miller, N.R.
Newman, N.J.
Biousse, V.
Hussain, T.
Muhammad, K.
Ullah, A.
Cao, Z.
Baik, S.W.
De Albuquerque, V.H.C.
Jia, P.
Yu, C.
Remais, J.V.
Stein, A.
Brownson, R.C.
Lakerveld, J.
Wu, T.
Yang, L.
Smith, M.
Amer, S.
Pearce, J.
Kestens, Y.
Kwan, M.-P.
Lai, S.
Xu, F.
Rundle, A.
Xiao, Q.
Xue, H.
Luo, M.
Zhao, L.
Cheng, G.
Yang, S.
Panter, J.
Kingham, S.
Jones, A.
Johnson, B.T.
Shi, X.
Mavoa, S.
Toivonen, T.
Mwenda, K.M.
Verschuren, W.M.M.
Vermeulen, R.
James, P.
Singh, V.P.
Şahin, M.
Adamowski, J.F.
Mi, J.
Chen, Z.
Vucetic, B.
Lou, Z.
Alnajar, F.
Alvarez, J.M.
Hu, N.
Gevers, T.
Pak, J.M.
Ahn, C.K.
Lim, M.T.
Wang, X.R.
Lizier, J.T.
Berna, A.Z.
Bravo, F.G.
Trowell, S.C.
Ihesiulor, O.K.
Shankar, K.
Ray, T.
Cheema, M.A.
Zhang, W.
Saunders, R.
Zare, H.
Bashashati, A.
Kridel, R.
Aghaeepour, N.
Haffari, G.
Connors, J.M.
Gascoyne, R.D.
Gupta, A.
Brinkman, R.R.
Weng, A.P.
Dai, R.
Ng, S.-t.T.
Luu, C.D.T.
Xue, P.
Chan, K.L.
Bindoff, I.K.
Tenni, P.C.
Peterson, G.M.
Kang, B.H.
Jackson, S.L.
Frisch, A.M.
Hnich, B.
Kiziltan, Z.
Miguel, I.
Zelniker, E.E.
Clarkson, I.V.L.
Prokopenko, M.
Valencia, P.
Foreman, M.
Farmer, A.
DeSouza, G.N.
Kak, A.C.
Chojnacki, W.
Van den Hengel, A.
Gawley, D.
Filippidis, A.
Jain, L.C.
Martin, N.
Lajbcygier, P.R.
Connor, J.T.
OXMAN, R.
GERO, J.S.
Melles, R.B.
Kane, J.X.
Olsen, T.
Chang, W.J.
Best, G.
Cliff, O.M.
Patten, T.
Mettu, R.R.
Fitch, R.
Gilbert, F.
O’Brien, T.
Illes, J.
Hosseinalizadeh, M.
Kariminejad, N.
Keesstra, S.
Alinejad, M.
Mohammadian Behbahani, A.
Vakhshouri, B.
Nejadi, S.
Alsina, E.F.
Chica, M.
Trawiński, K.
Regattieri, A.
Kok, H.K.
Looby, S.
Brennan, P.
O'Hare, A.
Thornton, J.
Supriya, S.
Yun, J.J.
Lee, D.
Ahn, H.
Park, K.
Yigitcanlar, T.
Nock, R.
Nielsen, F.
Sanjayan, J.G.
Zolfagharian, A.
Noshadi, A.
Khosravani, M.R.
Zain, M.Z.M.
Genesereth, M.
Thielscher, M.
Rahimi Azghadi, M.
Al-Sarawi, S.
Abbott, D.
Iannella, N.
Ong, M.-S.
Magrabi, F.
Coiera, E.
Wijesooriya, C.
Wang, Y.-G.
Beydoun, G.
Wolski, M.
Podsiadlo, P.
Stachowiak, G.W.
Togelius, J.
Lucas, S.
Thang, H.D.
Garibaldi, J.M.
Nakashima, T.
Tan, C.H.
Elhanany, I.
Berant, S.
MacCallum, R.M.
Haferlach, T.
Gowrisankar, A.
Burrow, P.
Rock, A.
Balachandran, B.
Rosenman, M.A.
Van Leenders, G.J.L.H.
Van Der Kwast, T.H.
Kweldam, C.F.
Litjens, G.
Melamed, J.
Mottet, N.
Paner, G.P.
Schoots, I.G.
Simko, J.P.
Warren, A.Y.
Wheeler, T.M.
Williamson, S.R.
Nallaperuma, D.
Nawaratne, R.
Bandaragoda, T.
Adikari, A.
Nguyen, S.
Kempitiya, T.
De Silva, D.
Pothuhera, D.
Shafiq, I.
Waris, M.M.
Silva de Oliveira, C.
Graham, S.L.
Schulz, A.
Kalloniatis, M.
Zangerl, B.
Chua, B.
Arvind, H.
Grigg, J.
Chu, D.
Klistorner, A.
You, Y.
Rathore, M.M.
Paul, A.
Hong, W.-H.
Seo, H.
Sun, B.
Fernandez, M.
Barnard, A.S.
Yu, H.
Rezaee, R.
Han, T.
Arif, M.
Johnson, L.
Burton, E.
Goldsmith, J.
Koenig, S.
Kuipers, B.
Mattei, N.
Tian, W.
Zuo, J.
Li, Z.Y.
Liu, Y.L.
Shendryk, I.
Broich, M.
Tulbure, M.G.
McGrath, A.
Keith, D.
Alexandrov, S.V.
Naderpour, M.
McLaughlin, J.E.
White, P.J.
Khanova, J.
Yuriev, E.
Turnbull, B.
Randhawa, S.
Schneider, S.
Murphy, R.J.
Melkumyan, A.
Nam, J.
Won, D.
Goodswen, S.J.
Kennedy, P.J.
Ellis, J.T.
Cai, X.
Perez, D.
Powley, E.J.
Whitehouse, D.
Rohlfshagen, P.
Samothrakis, S.
Cowling, P.I.
Lucas, S.M.
Vidal-Calleja, T.A.
Sanfeliu, A.
Andrade-Cetto, J.
Henson, D.B.
Spenceley, S.E.
Bull, D.R.
Mulholland, M.
Hibbert, D.B.
Haddad, P.R.
Parslov, P.
Patrick, J.D.
Weatherill, T.
Cameron, I.T.
Liang, Z.
Sinnott, R.O.
Stewart, J.
Sprivulis, P.
Dwivedi, G.
Gonzalez Viejo, C.
Howell, K.
Torrico, D.
Dunshea, F.R.
Collins, C.
Andrienko, N.
Schreck, T.
Choo, J.
Engelke, U.
Jena, A.
Dwyer, T.
Tushar, W.
Wijerathne, N.
Li, W.-T.
Yuen, C.
Vincent Poor, H.
Saha, T.K.
Wood, K.L.
Sanikhani, H.
Mert, C.
Mirabbasi, R.
Gavili, S.
Lee, G.
Hettiwatte, S.N.
Williams, K.
Houssami, N.
Yu, Y.
Gu, X.
Wu, W.
Leonard, R.
Bellette, K.
Maheepala, S.
Sun, D.
Fu, M.
Zhu, L.
Lu, Q.
Jiang, F.
Porwal, A.
Das, R.D.
Chaudhary, B.
Gonzalez-Alvarez, I.
Kreuzer, O.
Larue, G.S.
Kim, I.
Rakotonirainy, A.
Haworth, N.L.
Ferreira, L.
Bélisle, E.
Le Digabel, S.
Gheribi, A.E.
Moayedikia, A.
Jensen, R.
Wiil, U.K.
Forsati, R.
Hernández-Lloreda, M.V.
Nguyen, D.H.M.
Guo, S.
Shao, Q.
Ran, Q.
Sanín, C.
Graña, M.
Bonachela, P.
Parra, C.
Bueno, G.
Guijarro, F.
Thangarajah, J.
Padgham, L.
Field, M.
Pan, Z.
Stirling, D.
Naghdy, F.
Miah, S.J.
Kerr, D.V.
Gammack, J.G.
Li, D.
Crane, D.I.
Tran, T.H.
Nguyen, T.H.
Leung, H.-F.
Marling, C.
Sterling, L.
Liu, C.-C.
Dillon, T.
Doan, K.
Kerr, R.M.
Ebsary, R.V.
Noble, I.R.
Garbuio, M.
Lin, N.
Lal, A.
Datta, B.
Zare, F.
Elsawah, S.
Iwanaga, T.
Pierce, S.A.
Adi, E.
Baig, Z.
Bi, L.
Kumar, A.
Fulham, M.
Haque, A.U.
Mandal, P.
Meng, J.
Negnevitsky, M.
Najah, A.
Alsulami, H.M.
Jahanbani, H.
Merritt, M.
Varga, S.
Menary, R.
Singh, Z.
Sarkar, S.
Dong, A.
Barbosa, M.S.
Wu, F.
Regan, M.A.
Young, K.L.
Triggs, T.J.
Tomasevic, N.
Mitsopoulos, E.
Tierney, P.
Healy, D.
Tingvall, C.
Stephan, K.
Falzon, G.
Pearson, S.
Murison, R.
Hall, C.
Siu, K.
Evans, A.
Rogers, K.
Lewis, R.
Appleton, B.
Leung, R.
Sweetser, P.
Johnson, D.
Delis, E.A.
Delis, A.
Butler, L.
Windle, E.
Desouza, K.C.
Mehmood, R.
Corchado, J.M.
Dayal, K.S.
Moghaddam, D.D.
Chauhan, J.
Seneviratne, S.
Misra, A.
Seneviratne, A.
Lee, Y.
Kang, K.
Bae, C.
Yeung, H.W.F.
Chung, Y.Y.
Song, B.
Zhu, C.
Corcoran, B.
Wang, Q.
Zhuang, L.
Chan, R.W.K.
Yuen, J.K.K.
Lee, E.W.M.
Meese, J.
Nansen, B.
Kohn, T.
Arnold, M.
Gibbs, M.
Finney, O.C.
Danziger, S.A.
Molina, D.M.
Vignali, M.
Takagi, A.
Ji, M.
Stanisic, D.I.
Siba, P.M.
Liang, X.
Aitchison, J.D.
Mueller, I.
Gardner, M.J.
Martinez, D.
Otegi, A.
Soroa, A.
Agirre, E.
Hassanzadeh, H.
Groza, T.
Hunter, J.
Layton, R.
Watters, P.
Dazeley, R.
Bagirov, A.M.
Ugon, J.
Webb, D.
Poon, T.C.
Choy, K.L.
Chan, F.T.S.
Xie, B.
Raylman, R.R.
Abraham, J.
Hazard, H.
Koren, C.
Filburn, S.
Schreiman, J.S.
Kurian, S.
Majewski, S.
Marano, G.D.
MacKie, T.R.
Tomé, W.A.
Wallace, S.J.
Morrison, J.L.
Botting, K.J.
Kee, T.W.
Humburg, P.
Bulger, D.
Stone, G.
Kodagoda, K.R.S.
Ge, S.S.
Wijesoma, W.S.
Balasuriya, A.P.
Wang, W.
Chai, T.
Anderson, S.J.
Loupy, A.
Haas, M.
Roufosse, C.
Naesens, M.
Adam, B.
Afrouzian, M.
Akalin, E.
Alachkar, N.
Bagnasco, S.
Becker, J.U.
Cornell, L.D.
Clahsen-van Groningen, M.C.
Demetris, A.J.
Dragun, D.
Duong van Huyen, J.-P.
Farris, A.B.
Fogo, A.B.
Gibson, I.W.
Glotz, D.
Gueguen, J.
Kikic, Z.
Kozakowski, N.
Kraus, E.
Lefaucheur, C.
Liapis, H.
Mannon, R.B.
Montgomery, R.A.
Nankivell, B.J.
Nickeleit, V.
Nickerson, P.
Rabant, M.
Racusen, L.
Randhawa, P.
Robin, B.
Rosales, I.A.
Sapir-Pichhadze, R.
Schinstock, C.A.
Seron, D.
Singh, H.K.
Smith, R.N.
Stegall, M.D.
Zeevi, A.
Solez, K.
Colvin, R.B.
Mengel, M.
Yun, G.Y.
Ngarambe, J.
Duhirwe, P.N.
Ulpiani, G.
Paolini, R.
Haddad, S.
Vasilakopoulou, K.
Santamouris, M.
Lotfi, S.
Siahkamari, H.
Jalilian, J.
Mostafa, F.
Rahayu, W.
Dong, X.
Khojasteh, P.
Aliahmad, B.
Kumar, D.K.
Mervin, M.C.
Moyle, W.
Jones, C.
Murfield, J.
Draper, B.
Beattie, E.
Shum, D.H.K.
O'Dwyer, S.
Thalib, L.
Li, L.
Ye, Z.-G.
Jesse, S.
Kalinin, S.V.
Vasudevan, R.K.
Yao, J.
Raffuse, S.M.
Brauer, M.
Williamson, G.J.
Bowman, D.M.J.S.
Johnston, F.H.
Henderson, S.B.
Sadowski, Ł.
Hoła, J.
Czarnecki, S.
Hou, Y.
Aldrich, C.
Lepkova, K.
Machuca, L.L.
Kinsella, B.
Sayyafzadeh, M.
Xie, J.
Towsey, M.
Roe, P.
Adnan, M.N.
Sarhadi, A.
Burn, D.H.
Johnson, F.
Mehrotra, R.
Van Erven, T.
Grünwald, P.D.
Mehta, N.A.
Reid, M.D.
Araghi, S.
Gholami, R.
Moradzadeh, A.
Maleki, S.
Amiri, S.
Hanachi, J.
Ren, J.
Ellis, J.
Fahim, M.
Idris, M.
Ali, R.
Nugent, C.
Huh, E.-N.
Salvador-Carulla, L.
Fernandez, A.
Madden, R.
Lukersmith, S.
Colagiuri, R.
Torkfar, G.
Sturmberg, J.
Xu, M.
Jin, J.S.
Luo, S.
Janjua, N.K.
Hussain, F.K.
Hussain, O.K.
Thiruvady, D.
Singh, G.
Ernst, A.T.
Meyer, B.
Aditomo, A.
Pizzato, L.A.
Sampson, D.L.
Parker, T.J.
Upton, Z.
Hurst, C.P.
Bogdanovych, A.
Rodriguez-Aguilar, J.A.
Simoff, S.
Cohen, A.
Huband, S.
Tuppurainen, D.
While, L.
Bearman, R.
Jamal, N.
Ng, K.-H.
Looi, L.-M.
McLean, D.
Zulfiqar, A.
Tan, S.-P.
Liew, W.-F.
Shantini, A.
Ye, M.
